,id,url,title,description,release_type,dev_url,category,dev_center,email,overview,os
306,LEW-17453-1,https://software.nasa.gov/software/LEW-17453-1,RTD Radial-Inflow Turbine Conceptual Design Code,"The RTD code executes a conceptual design for a single-stage radial-inflow turbine. A mean-line analysis is performed for the locations having constant radius over the blade span. Constant span-fraction sectors are used at the rotor exit. The analysis can account for stator end-wall clearance flow and swept rotor blades. The loss model includes stator and rotor passage losses, trailing-edge losses, vaneless space loss, disk-friction loss, and rotor-exit clearance loss.",U.S. Release Only,https://software.nasa.gov/request-form/LEW-17453-1,System Testing,Glenn Research Center,mailto:grc-sra-team@mail.nasa.gov,"The RTD code executes a conceptual design for a single-stage radial-inflow turbine. A mean-line analysis is performed for the locations having constant radius over the blade span. Constant span-fraction sectors are used at the rotor exit. The analysis can account for stator end-wall clearance flow and swept rotor blades. The loss model includes stator and rotor passage losses, trailing-edge losses, vaneless space loss, disk-friction loss, and rotor-exit clearance loss.",
307,LEW-18343-1,https://software.nasa.gov/software/LEW-18343-1,IceVal DatAssistant,This NASA-developed technology provides an improved mechanism for managing the large volume of data generated and utilized in performing icing research.,U.S. Release Only,https://software.nasa.gov/request-form/LEW-18343-1,System Testing,Glenn Research Center,mailto:grc-sra-team@mail.nasa.gov,This NASA-developed technology provides an improved mechanism for managing the large volume of data generated and utilized in performing icing research.,
308,GSC-14921-1,https://software.nasa.gov/software/GSC-14921-1,Operating System Abstraction Layer (OSAL),"The OSAL library isolates embedded application software from a Real-Time Operating System (RTOS). The technology provides a well-defined, generic interface to RTOS services; a generic interface to hardware services; and an implementation for several current RTO systems. By using the library, an embedded application can remain portable among multiple operating systems on multiple platforms. Please visit the following URL for additional information: http://opensource.gsfc.nasa.gov/projects/osal/",Open Source,http://opensource.gsfc.nasa.gov/projects/osal/,Vehicle Management (Space/Air/Ground),Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,"The OSAL library isolates embedded application software from a Real-Time Operating System (RTOS). The technology provides a well-defined, generic interface to RTOS services; a generic interface to hardware services; and an implementation for several current RTO systems. By using the library, an embedded application can remain portable among multiple operating systems on multiple platforms. Please visit the following URL for additional information: http://opensource.gsfc.nasa.gov/projects/osal/",
309,GSC-14938-1,https://software.nasa.gov/software/GSC-14938-1,Earth Observing System (EOS) Data Gateway (EDG),"The Earth Observing System Data Gateway (EDG) provides the earth science community with a single interface that will search for data granules from distributed data archives. The innovation enables users to explore, discover, and order available data from geographically distributed providers. For more information, please visit: http://opensource.gsfc.nasa.gov/projects/edg/index.php#software",Open Source,http://opensource.gsfc.nasa.gov/projects/edg/index.php,Data Servers Processing and Handling,Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,"The Earth Observing System Data Gateway (EDG) provides the earth science community with a single interface that will search for data granules from distributed data archives. The innovation enables users to explore, discover, and order available data from geographically distributed providers. For more information, please visit: http://opensource.gsfc.nasa.gov/projects/edg/index.php#software",
310,NPO-41986-1,https://software.nasa.gov/software/NPO-41986-1,Automated Planning And Scheduling Environment (ASPEN),"ASPEN automates space mission planning and other tasks that involve the reasoning of time, states, resources, and actions.",U.S. Government Purpose Release,https://software.nasa.gov/request-form/NPO-41986-1,Vehicle Management (Space/Air/Ground),Jet Propulsion Laboratory,mailto:sra@jpl.nasa.gov,"ASPEN automates space mission planning and other tasks that involve the reasoning of time, states, resources, and actions.",
311,NPO-30722-1,https://software.nasa.gov/software/NPO-30722-1,ROAMS Rover Analysis And Modeling Software,"ROAMS is a planetary rover simulation software package. The technology consists of mechanical models of a rover, instrument arms, actuators and sensors, power resources, terrain interactions, and onboard software.",U.S. Government Purpose Release,https://software.nasa.gov/request-form/NPO-30722-1,Vehicle Management (Space/Air/Ground),Jet Propulsion Laboratory,mailto:sra@jpl.nasa.gov,"ROAMS is a planetary rover simulation software package. The technology consists of mechanical models of a rover, instrument arms, actuators and sensors, power resources, terrain interactions, and onboard software.",
312,NPO-43666-1,https://software.nasa.gov/software/NPO-43666-1,Mystic Low-Thrust Trajectory Design And Visualization Software,"Mystic provides very high-fidelity optimization of low-thrust spacecraft trajectories for mission design. The software can be used for general body-centered trajectories, interplanetary trajectories, and trajectories that combine body-centered and interplanetary trajectory legs. Mystic will also provide navigational/operational support for low-thrust spacecraft.",U.S. Government Purpose Release,https://software.nasa.gov/request-form/NPO-43666-1,Autonomous Systems,Jet Propulsion Laboratory,mailto:sra@jpl.nasa.gov,"Mystic provides very high-fidelity optimization of low-thrust spacecraft trajectories for mission design. The software can be used for general body-centered trajectories, interplanetary trajectories, and trajectories that combine body-centered and interplanetary trajectory legs. Mystic will also provide navigational/operational support for low-thrust spacecraft.",
313,LAR-16371-1,https://software.nasa.gov/software/LAR-16371-1,"Data Transfer Between Dissimilar Meshes (DTBDM, 2.0)","Designed to automate an otherwise labor-intensive process, DTBDM puts the aerodynamic loads output of a computational fluid dynamics (CFD) package into the structural model of an aircraft to allow for deflection calculations.",U.S. Release Only,https://software.nasa.gov/request-form/LAR-16371-1,Structures and Mechanisms,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"Designed to automate an otherwise labor-intensive process, DTBDM puts the aerodynamic loads output of a computational fluid dynamics (CFD) package into the structural model of an aircraft to allow for deflection calculations.",
314,LAR-17081-1,https://software.nasa.gov/software/LAR-17081-1,Fortran Unit Testing Framework (FUnit V1.0),"The fUnit software provides a framework for unit-testing Fortran 90, 95, and 2003 code.",Open Source,https://github.com/ieyasu/funit,Data Servers Processing and Handling,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"The fUnit software provides a framework for unit-testing Fortran 90, 95, and 2003 code.",
315,MFS-31329-1,https://software.nasa.gov/software/MFS-31329-1,Trapped Proton Model (TPM),"TPM determines the differential omnidirectional proton flux from 1 to 100 MeV. At high altitudes, the model is based on CRRESPRO developed by AFRL; at low altitudes, the model is based on data from the TIROS/NOAA (POES) low-altitude polar-orbiting satellites. The model contains a true solar cycle variation and also contains sub-models for quiet and active magnetospheric states.",U.S. Release Only,https://software.nasa.gov/request-form/MFS-31329-1,"Environmental Science (Earth, Air, Space, Exoplanet)",Marshall Space Flight Center,mailto:msfc-sra-team@mail.nasa.gov,"TPM determines the differential omnidirectional proton flux from 1 to 100 MeV. At high altitudes, the model is based on CRRESPRO developed by AFRL; at low altitudes, the model is based on data from the TIROS/NOAA (POES) low-altitude polar-orbiting satellites. The model contains a true solar cycle variation and also contains sub-models for quiet and active magnetospheric states.",Windows 95/98/1000/NT/XP
316,MFS-31309-1,https://software.nasa.gov/software/MFS-31309-1,"Low-Altitute Trapped Radiation Model, Version 1","Accurate models of the Earth's trapped energetic proton environment are required for both piloted and robotic space missions. As astronomical and remote sensing detectors become more sensitive, proton flux can induce unwanted backgrounds in the instrumentation. The Low-Altitute Trapped Radiation Model, based on nearly 20 years of data from the TIRO/NOAA weather satellites, predicts the integral omindirectional proton flux in three energy ranges: &gt;16, &gt;36, and &gt;80 MeV. The model contains a true solar cycle variation and accounts for the secular variation in the Earth's magnetic field.",U.S. Release Only,https://software.nasa.gov/request-form/MFS-31309-1,"Environmental Science (Earth, Air, Space, Exoplanet)",Marshall Space Flight Center,mailto:msfc-sra-team@mail.nasa.gov,"Accurate models of the Earth's trapped energetic proton environment are required for both piloted and robotic space missions. As astronomical and remote sensing detectors become more sensitive, proton flux can induce unwanted backgrounds in the instrumentation. The Low-Altitute Trapped Radiation Model, based on nearly 20 years of data from the TIRO/NOAA weather satellites, predicts the integral omindirectional proton flux in three energy ranges: &gt;16, &gt;36, and &gt;80 MeV. The model contains a true solar cycle variation and accounts for the secular variation in the Earth's magnetic field.",Windows 95/NT
317,MFS-32554-1,https://software.nasa.gov/software/MFS-32554-1,"Multidimensional, Multiphysics Computational Heat Transfer Analysis Software (UNIC)","The Multidemensional, Multiphysics Computational Heat Transfer Analysis Software (UNIC) solves transient, coupled, and simultaneous conjugate heat transfer solutions commonly encountered in rocket engine and launch vehicle component design and analysis.",U.S. Release Only,https://software.nasa.gov/request-form/MFS-32554-1,Propulsion,Marshall Space Flight Center,mailto:msfc-sra-team@mail.nasa.gov,"The Multidemensional, Multiphysics Computational Heat Transfer Analysis Software (UNIC) solves transient, coupled, and simultaneous conjugate heat transfer solutions commonly encountered in rocket engine and launch vehicle component design and analysis.","Windows 7, Unix"
318,GSC-14912-1,https://software.nasa.gov/software/GSC-14912-1,Java Astrodynamics Toolkit (JAT),"The Java Astrodynamics Toolkit (JAT) is a collection of Java components that aid flight dynamics engineers in performing space mission design; trajectory optimization; and spacecraft navigation, attitude-determination, and control systems analysis. Current capabilities include orbit propagation, orbit determination, maneuver planning, spacecraft attitude simulation, and 3D orbit and attitude visualization.",Open Source,http://jat.sourceforge.net/,Operations,Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,"The Java Astrodynamics Toolkit (JAT) is a collection of Java components that aid flight dynamics engineers in performing space mission design; trajectory optimization; and spacecraft navigation, attitude-determination, and control systems analysis. Current capabilities include orbit propagation, orbit determination, maneuver planning, spacecraft attitude simulation, and 3D orbit and attitude visualization.",
319,MFS-33236-1,https://software.nasa.gov/software/MFS-33236-1,Marshall MRMS Mosaic Python Toolkit (MMM-Py),"MMM-Py reads, analyzes, and displays three-dimensional national mosaicked reflectivity data produced by NOAA's National Severe Storms Laboratory (NSSL). MMM-Py can read MRMS mosaics from either their unique binary format or their converted NetCDF format; it can also read and properly interpret the current mosaic design (4 regional tiles) as well as mosaics produced prior to late July 2013 (8 tiles). The technology can easily stitch multiple tiles together to provide a larger regional or national picture of precipitating weather systems. Composites, horizontal/vertical cross-sections, and combinations thereof are easily displayed using as little as one line of code.",Open Source,https://github.com/tjlang/MMM-Py,"Environmental Science (Earth, Air, Space, Exoplanet)",Marshall Space Flight Center,mailto:msfc-sra-team@mail.nasa.gov,"MMM-Py reads, analyzes, and displays three-dimensional national mosaicked reflectivity data produced by NOAA's National Severe Storms Laboratory (NSSL). MMM-Py can read MRMS mosaics from either their unique binary format or their converted NetCDF format; it can also read and properly interpret the current mosaic design (4 regional tiles) as well as mosaics produced prior to late July 2013 (8 tiles). The technology can easily stitch multiple tiles together to provide a larger regional or national picture of precipitating weather systems. Composites, horizontal/vertical cross-sections, and combinations thereof are easily displayed using as little as one line of code.","Mac, Linux, and Windows"
320,LEW-18460-1,https://software.nasa.gov/software/LEW-18460-1,A Software Platform For Post-Processing Waveform-Based NDE - V2.0,A Software Platform for Post-Processing Waveform-Based NDE - V2.0 The NDE Wave,U.S. Release Only,https://software.nasa.gov/request-form/LEW-18460-1,Structures and Mechanisms,Glenn Research Center,mailto:grc-sra-team@mail.nasa.gov,A Software Platform for Post-Processing Waveform-Based NDE - V2.0The NDE Wave,
321,KSC-13991,https://software.nasa.gov/software/KSC-13991,EInfo Services (EIS),"eInfo is a web-service used to provide employee information to web-applications. In some contexts, web-application development requires the retrieval and use of specific employee information.. As each web-application may not be authored by the same development personnel and the support/maintenance of disparate methods for information retrieval is neither efficient nor an industry best practice, it behooves the organization to develop an abstracted employee information service/system to be used across all web-applications where needed. The eInfo Service (EIS) is composed of an API Service. Using this API service, developers can create service calls within a specified application, passing the established parameters to retrieve specific employee information as needed for the specific application.",U.S. Government Purpose Release,https://software.nasa.gov/request-form/KSC-13991,Business Systems and Project Management,Kennedy Space Center,mailto:ksc-dl-software-request@mail.nasa.gov,"eInfo is a web-service used to provide employee information to web-applications. In some contexts, web-application development requires the retrieval and use of specific employee information.. As each web-application may not be authored by the same development personnel and the support/maintenance of disparate methods for information retrieval is neither efficient nor an industry best practice, it behooves the organization to develop an abstracted employee information service/system to be used across all web-applications where needed. The eInfo Service (EIS) is composed of an API Service. Using this API service, developers can create service calls within a specified application, passing the established parameters to retrieve specific employee information as needed for the specific application.",Windows
322,GSC-17366-1,https://software.nasa.gov/software/GSC-17366-1,Spinoff 2015 IPad App,"This tool is an iPad version of the Spinoff 2015 publication, featuring shortened versions of Spinoff articles and multimedia.",General Public Release,https://itunes.apple.com/us/app/nasa-spinoff-2013/id904717045?mt=8,Business Systems and Project Management,Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,"This tool is an iPad version of the Spinoff 2015 publication, featuring shortened versions of Spinoff articles and multimedia.",
323,GSC-15855-1,https://software.nasa.gov/software/GSC-15855-1,Core Hierarchical Segmentation (HSEG) Software Package,This version of HSEG is not subject to patent restrictions. Please visit the following URL for additional information: http://opensource.gsfc.nasa.gov/projects/HSEG/,Open Source,http://opensource.gsfc.nasa.gov/projects/HSEG/,Data and Image Processing,Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,This version of HSEG is not subject to patent restrictions. Please visit the following URL for additional information: http://opensource.gsfc.nasa.gov/projects/HSEG/,
324,GSC-17390-1,https://software.nasa.gov/software/GSC-17390-1,GLOBE Program'S Data Entry App For Android,"The Global Learning and Observations to Benefit the Environment (GLOBE) program is a worldwide hands-on, primary and secondary school-based science and education program. The GLOBE Program's Data Entry App for Android, enables members to enter data to via their Android devices and when in the field, where they may not have internet connection. Their data will be stored locally on their Android devices and sent to the GLOBE database once their devices get connected to internet. This project also facilitates data entry by leveraging mobile capabilities including GPS, photography and date/time.",General Public Release,https://play.google.com/store/apps/details?id=gov.nasa.globe.deapp&hl=en,"Environmental Science (Earth, Air, Space, Exoplanet)",Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,"The Global Learning and Observations to Benefit the Environment (GLOBE) program is a worldwide hands-on, primary and secondary school-based science and education program. The GLOBE Program's Data Entry App for Android, enables members to enter data to via their Android devices and when in the field, where they may not have internet connection. Their data will be stored locally on their Android devices and sent to the GLOBE database once their devices get connected to internet. This project also facilitates data entry by leveraging mobile capabilities including GPS, photography and date/time.",Android
325,LAR-18938-1,https://software.nasa.gov/software/LAR-18938-1,Abaqus User Subroutine Verification (Abaverify),abaverify is a collection of Python scripts that is used for testing and verifying the behavior of user subroutines for the commercial finite element code Abaqus.,Open Source,https://github.com/nasa/Abaverify,Materials and Processes,Langley Research Center,mailto:larc-sra@mail.nasa.gov,abaverify is a collection of Python scripts that is used for testing and verifying the behavior of user subroutines for the commercial finite element code Abaqus.,
326,LAR-18798-1,https://software.nasa.gov/software/LAR-18798-1,PolyCARP: Algorithms And Software For Computations With Polygons,"PolyCARP is a package of algorithms, including both their formal models and software implementations, for computing containment, collision, resolution, and recovery information for polygons. The intended applications of PolyCARP are related, but not limited, to safety critical systems in air traffic management. One application is weather avoidance. A weather cell can be approximated by a polygon, and PolyCARP provides algorithms to detect whether a trajectory will intersect such a polygon in the near future and will provide maneuver guidance to avoid the polygon. If the trajectory is inside the polygon at the current time, PolyCARP provides algorithms for maneuver guidance to exit the polygon. Another application is ensuring that an aircraft stays inside a predetermined safety region, also known as assured containment, and PolyCARP provides algorithms that ensure that a point is inside or outside a particular polygonal region. Another application is obstacle avoidance by an aircraft. There are several functionalities provided by PolyCARP. There are algorithms to insure that a point is contained in or excluded from a polygon. There are also collision detection algorithms that determine if a moving point intersects a polygon, including the case where the polygon is moving or even warping over time, as well as where the polygon and the point are following piecewise linear trajectories. There are algorithms that resolve potential collisions between and point and a polygon by providing collision-free trajectories, and there are algorithms that compute new trajectories to regain separation from a polygon.",Open Source,https://github.com/nasa/polycarp,Autonomous Systems,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"PolyCARP is a package of algorithms, including both their formal models and software implementations, for computing containment, collision, resolution, and recovery information for polygons. The intended applications of PolyCARP are related, but not limited, to safety critical systems in air traffic management. One application is weather avoidance. A weather cell can be approximated by a polygon, and PolyCARP provides algorithms to detect whether a trajectory will intersect such a polygon in the near future and will provide maneuver guidance to avoid the polygon. If the trajectory is inside the polygon at the current time, PolyCARP provides algorithms for maneuver guidance to exit the polygon. Another application is ensuring that an aircraft stays inside a predetermined safety region, also known as assured containment, and PolyCARP provides algorithms that ensure that a point is inside or outside a particular polygonal region. Another application is obstacle avoidance by an aircraft. There are several functionalities provided by PolyCARP. There are algorithms to insure that a point is contained in or excluded from a polygon. There are also collision detection algorithms that determine if a moving point intersects a polygon, including the case where the polygon is moving or even warping over time, as well as where the polygon and the point are following piecewise linear trajectories. There are algorithms that resolve potential collisions between and point and a polygon by providing collision-free trajectories, and there are algorithms that compute new trajectories to regain separation from a polygon.",
327,LAR-18789-1,https://software.nasa.gov/software/LAR-18789-1,DEVELOP DRIP And SLIP Landslide Detection Package (DRIP-SLIP),"The DRIP-SLIP model automatically analyzes red band spectral information and soil moisture information derived from Landsat 8 and ASTER and SRTM data, at a fine to moderate resolutions, to determine areas that might be new landslides. This is important to help increase the temporal latency for landslide products that emergency managers, planners, and scientists are able to use in their work.",Open Source,https://github.com/NASA-DEVELOP/DRIP-SLIP,Data and Image Processing,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"The DRIP-SLIP model automatically analyzes red band spectral information and soil moisture information derived from Landsat 8 and ASTER and SRTM data, at a fine to moderate resolutions, to determine areas that might be new landslides. This is important to help increase the temporal latency for landslide products that emergency managers, planners, and scientists are able to use in their work.",
328,LAR-18862-1,https://software.nasa.gov/software/LAR-18862-1,Palm Oil Plantation Predictor (POPP),"This software is designed to simplify the process of manipulating and converting both satellite and ancillary data so that it can be used within the Maxent modeling software. This tool can convert vector or raster data into the correct format and process all files in order to have identical rows, columns, resolution, and extent.",Open Source,https://github.com/NASA-DEVELOP/POPP,Data and Image Processing,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"This software is designed to simplify the process of manipulating and converting both satellite and ancillary data so that it can be used within the Maxent modeling software. This tool can convert vector or raster data into the correct format and process all files in order to have identical rows, columns, resolution, and extent.",
329,GSC-17798-1,https://software.nasa.gov/software/GSC-17798-1,Perl 6 GraphQL,"A Perl 6 implementation of the Facebook GraphQL standard query language, described in detail at http://graphql.org/, based on the specification at http://facebook.github.io/graphql/.",Open Source,https://github.com/CurtTilmes/Perl6-GraphQL,Data Servers Processing and Handling,Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,"A Perl 6 implementation of the Facebook GraphQL standard query language, described in detail at http://graphql.org/, based on the specification at http://facebook.github.io/graphql/.","Windows, Linux, OS X"
330,GSC-17778-1,https://software.nasa.gov/software/GSC-17778-1,General Mission Analysis Tool (V. R2016a),"The GMAT development team is pleased to announce the release of GMAT version R2016a. The General Mission Analysis Tool (GMAT) is the worlds only enterprise, multi-mission, open source software system for space mission design, optimization, and navigation. The system supports missions in flight regimes ranging from low Earth orbit to lunar, libration point, and deep space missions. GMAT is developed by a team of NASA, private industry, public, and private contributors and is used for real-world mission support, engineering studies, as a tool for education, and public engagement. For a complete list of new features, compatibility changes, and bug fixes, see the Release Notes. Below are just some of the new capabilities contained in this release. Production quality orbit determination (Operational Certification expected in November, 2016) Code 500 ephemeris propagator STK ephemeris file output Write command to save GMAT configurations during execution Include macro to load GMAT configurations from external sources during execution Many new built in math functions and parameters 130 pages of new user documentation",Open Source,https://sourceforge.net/projects/gmat/files/GMAT/GMAT-R2016a/,Design and Integration Tools,Goddard Space Flight Center,mailto:gsfc-softwarerequest@mail.nasa.gov,"The GMAT development team is pleased to announce the release of GMAT version R2016a. The General Mission Analysis Tool (GMAT) is the worlds only enterprise, multi-mission, open source software system for space mission design, optimization, and navigation. The system supports missions in flight regimes ranging from low Earth orbit to lunar, libration point, and deep space missions. GMAT is developed by a team of NASA, private industry, public, and private contributors and is used for real-world mission support, engineering studies, as a tool for education, and public engagement.For a complete list of new features, compatibility changes, and bug fixes, see the Release Notes. Below are just some of the new capabilities contained in this release. Production quality orbit determination (Operational Certification expected in November, 2016)Code 500 ephemeris propagatorSTK ephemeris file outputWrite command to save GMAT configurations during executionInclude macro to load GMAT configurations from external sources during executionMany new built in math functions and parameters130 pages of new user documentation","Win 7, Mac, Linux"
331,LAR-17481-1,https://software.nasa.gov/software/LAR-17481-1,Knife V1.0 Boolean Substraction Library For Polyhedra,The Knife library calculates the boolean subtraction of arbitrary watertight triangular polyhedral in order to make near-field sonic boom predictions.,Open Source,https://github.com/NASA/knife,Design and Integration Tools,Langley Research Center,mailto:larc-sra@mail.nasa.gov,The Knife library calculates the boolean subtraction of arbitrary watertight triangular polyhedral in order to make near-field sonic boom predictions.,
332,LAR-19113-1,https://software.nasa.gov/software/LAR-19113-1,CCROP (Cover Crop Remotely Observed Performance),"The source code extracts NDVI values from Landsat 5, Landsat 8, and Sentinel-2 images. NDVI values are averaged within field boundaries for each image and exported as a table with field ID and average NDVI value (with image date as the column header) for each date in a given range.",Open Source,https://github.com/NASA-DEVELOP/CCROP,Data and Image Processing,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"The source code extracts NDVI values from Landsat 5, Landsat 8, and Sentinel-2 images. NDVI values are averaged within field boundaries for each image and exported as a table with field ID and average NDVI value (with image date as the column header) for each date in a given range.",
333,MFS-33566-1,https://software.nasa.gov/software/MFS-33566-1,TREETOPS,"TREETOPS is a time history simulation of the motion of a complex multi-body flexible structures with active control elements. The name TREETOPS refers to the class of structures which may be simulated by the program, i.e., those having a tree topology (where loop closures are handled with a cut graph technique). TREETOPS offers the user an advanced capability for analyzing the dynamics and control-related issues of such structures.",U.S. Government Purpose Release,https://software.nasa.gov/request-form/MFS-33566-1,Design and Integration Tools,Marshall Space Flight Center,mailto:msfc-sra-team@mail.nasa.gov,"TREETOPS is a time history simulation of the motion of a complex multi-body flexible structures with active control elements. The name TREETOPS refers to the class of structures which may be simulated by the program, i.e., those having a tree topology (where loop closures are handled with a cut graph technique). TREETOPS offers the user an advanced capability for analyzing the dynamics and control-related issues of such structures.","Unix, Windows, and Mac OS"
334,MSC-22530-1,https://software.nasa.gov/software/MSC-22530-1,INFORMATION SHARING PROTOCOL (ISP),Libraries and executables supporting use of the ISP protocol.,U.S. Government Purpose Release,https://software.nasa.gov/request-form/MSC-22530-1,Data and Image Processing,Johnson Space Center,mailto:jsc-ttco-software-request@mail.nasa.gov,Libraries and executables supporting use of the ISP protocol.,
335,LAR-18894-1,https://software.nasa.gov/software/LAR-18894-1,Mission Operations Cost Estimation Tool (MOCET),"The Mission Operations Cost Estimation Tool (MOCET) is a model developed by the Aerospace Corporation in partnership with NASAs Science Office for Mission Assessment (SOMA). MOCET provides a new capability to generate cost estimates for the operational, or Phase E, portion of NASA science missions. The model implements new Cost Estimating Relationships (CERs) that were derived from historical data for various mission operation stages as applicable to the Planetary Science, Earth Science, and Astrophysics/Heliophysics Explorer missions.",General Public Release,https://software.nasa.gov/request-form/LAR-18894-1,Business Systems and Project Management,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"The Mission Operations Cost Estimation Tool (MOCET) is a model developed by the Aerospace Corporation in partnership with NASAs Science Office for Mission Assessment (SOMA). MOCET provides a new capability to generate cost estimates for the operational, or Phase E, portion of NASA science missions. The model implements new Cost Estimating Relationships (CERs) that were derived from historical data for various mission operation stages as applicable to the Planetary Science, Earth Science, and Astrophysics/Heliophysics Explorer missions.",Windows and OSX
336,ARC-16680-1A,https://software.nasa.gov/software/ARC-16680-1A,Porous Material Analysis Toolbox Based On OpenFoam (PATO),"The Porous material Analysis Toolbox (PATO) is a modular analysis platform for multiphase porous reactive materials. It can be run as a simple Fourier heat transfer code or include more advanced features as internal decomposition (pyrolysis, vaporization), gas-gas and gas-solid chemical interactions (combustion, cracking, coking), gas species transport (convection, diffusion), and solid morphology evolutions (internal density changes, surface ablation). PATO is implemented as a C top level module of the open source (GNU GPL) computational fluid dynamics software program OpenFOAM. This offering is not approved or endorsed by OpenCFD Limited, the producer of the OpenFOAM software and owner of the OPENFOAM and OpenCFD trademarks. PATO also uses the open source (GNU LGPL) thermodynamics, transport, and chemistry library Mutation produced by the von Karman Institute for Fluid Dynamics.",Open Source,https://www.pato.ac/,Design and Integration Tools,Ames Research Center,mailto:arc-sra-team@mail.nasa.gov,"The Porous material Analysis Toolbox (PATO) is a modular analysis platform for multiphase porous reactive materials. It can be run as a simple Fourier heat transfer code or include more advanced features as internal decomposition (pyrolysis, vaporization), gas-gas and gas-solid chemical interactions (combustion, cracking, coking), gas species transport (convection, diffusion), and solid morphology evolutions (internal density changes, surface ablation).PATO is implemented as a C top level module of the open source (GNU GPL) computational fluid dynamics software program OpenFOAM. This offering is not approved or endorsed by OpenCFD Limited, the producer of the OpenFOAM software and owner of the OPENFOAM and OpenCFD trademarks. PATO also uses the open source (GNU LGPL) thermodynamics, transport, and chemistry library Mutation produced by the von Karman Institute for Fluid Dynamics.",
337,MSC-26167-1,https://software.nasa.gov/software/MSC-26167-1,CFS Command And Data Dictionary Tool (CCDDT),This software is a configurable ground-based software tool for managing spacecraft command and telemetry data. It accepts multiple input formats and produces output files suitable for use by flight and display software tools. No agreement with NASA is needed. You can download the software at: https://github.com/nasa/CCDD,Open Source,https://github.com/nasa/CCDD,Vehicle Management (Space/Air/Ground),Johnson Space Center,mailto:jsc-ttco-software-request@mail.nasa.gov,This software is a configurable ground-based software tool for managing spacecraft command and telemetry data. It accepts multiple input formats and produces output files suitable for use by flight and display software tools. No agreement with NASA is needed. You can download the software at: https://github.com/nasa/CCDD,
338,LAR-19460-1,https://software.nasa.gov/software/LAR-19460-1,Bingo Mini-App,"The bingo mini-app is software that performs symbolic regression through the use of genetic programming. Essentially, it uses a genetic-algorithm-based procedure to find free-form equations that describe an input dataset.",Open Source,https://github.com/nasa/bingo,Data and Image Processing,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"The bingo mini-app is software that performs symbolic regression through the use of genetic programming. Essentially, it uses a genetic-algorithm-based procedure to find free-form equations that describe an input dataset.","Windows, Linux, OS X"
339,LAR-19482-1,https://software.nasa.gov/software/LAR-19482-1,PX4 Autopilot Simulink Interface,Simulink S-Function PX4 autopilot interface block. This software provides Simulink simulations with an interface to the PX4 autopilot. Enabling Simulink vehicle simulations to be controlled by the PX4 autopilot in simulated environments.,Open Source,https://github.com/MichaelSkadan/PX4-Autopilot-Simulink-Interface,Autonomous Systems,Langley Research Center,mailto:larc-sra@mail.nasa.gov,Simulink S-Function PX4 autopilot interface block. This software provides Simulink simulations with an interface to the PX4 autopilot. Enabling Simulink vehicle simulations to be controlled by the PX4 autopilot in simulated environments.,Windows
340,LAR-17761-1,https://software.nasa.gov/software/LAR-17761-1,Acoustic Propagation And Emulation Toolset (APET),"The Acoustic Propagation and Emulation Toolset (APET) is a framework code uniting several acoustic methodologies for the propagation and measurement of source noise audibility at farfield observers, accounting for the effects of the atmosphere, weather, terrain, and spherical spreading. Currently, APET consists of a modified version of the Rotorcraft Noise Model (RNM, Version 7) coupled with the newly developed Spectral Attenuation Method (SAM) that contains the Ray Tracing Program (RTP) and two versions of a Greens Function Parabolic Equation (GFPE) code. A third component of APET is an audibility prediction scheme based on the work of Abrahamson, initially called ICHIN (I Can Hear It Now) and further developed by Wyle Labs as AUDIB.",U.S. Release Only,https://software.nasa.gov/request-form/LAR-17761-1,System Testing,Langley Research Center,mailto:larc-sra@mail.nasa.gov,"The Acoustic Propagation and Emulation Toolset (APET) is a framework code uniting several acoustic methodologies for the propagation and measurement of source noise audibility at farfield observers, accounting for the effects of the atmosphere, weather, terrain, and spherical spreading. Currently, APET consists of a modified version of the Rotorcraft Noise Model (RNM, Version 7) coupled with the newly developed Spectral Attenuation Method (SAM) that contains the Ray Tracing Program (RTP) and two versions of a Greens Function Parabolic Equation (GFPE) code. A third component of APET is an audibility prediction scheme based on the work of Abrahamson, initially called ICHIN (I Can Hear It Now) and further developed by Wyle Labs as AUDIB.",
